usefulCount,sideEffects,rating
49,Mild Side Effects,2
0,No Side Effects,5
9,Moderate Side Effects,4
62,No Side Effects,5
11,Mild Side Effects,1
5,Mild Side Effects,2
48,Mild Side Effects,5
194,No Side Effects,5
5,No Side Effects,1
12,No Side Effects,5
56,Mild Side Effects,4
10,Mild Side Effects,1
9,Moderate Side Effects,1
48,No Side Effects,5
176,No Side Effects,5
41,Mild Side Effects,4
21,Moderate Side Effects,4
12,Mild Side Effects,5
57,Mild Side Effects,5
31,Extremely Severe Side Effects,5
24,Mild Side Effects,4
17,No Side Effects,5
3,Mild Side Effects,5
29,Moderate Side Effects,5
1,No Side Effects,1
17,Mild Side Effects,5
0,No Side Effects,1
123,Moderate Side Effects,4
7,Mild Side Effects,1
6,Mild Side Effects,5
13,No Side Effects,1
4,Extremely Severe Side Effects,1
47,Extremely Severe Side Effects,5
0,Mild Side Effects,5
5,No Side Effects,2
2,Mild Side Effects,3
48,Mild Side Effects,1
2,Extremely Severe Side Effects,4
9,No Side Effects,1
5,No Side Effects,4
38,No Side Effects,4
14,No Side Effects,1
10,No Side Effects,5
191,Moderate Side Effects,5
1,Moderate Side Effects,4
8,Moderate Side Effects,4
12,Moderate Side Effects,3
10,Moderate Side Effects,3
65,No Side Effects,5
35,Mild Side Effects,5
6,No Side Effects,4
1,Mild Side Effects,1
34,Mild Side Effects,5
17,Moderate Side Effects,5
1,Severe Side Effects,1
60,Severe Side Effects,5
16,No Side Effects,4
18,Mild Side Effects,5
22,Mild Side Effects,5
49,Extremely Severe Side Effects,5
6,No Side Effects,2
17,Moderate Side Effects,4
37,Mild Side Effects,1
3,Mild Side Effects,4
144,Mild Side Effects,5
28,Moderate Side Effects,1
34,Severe Side Effects,5
2,Mild Side Effects,2
18,Moderate Side Effects,5
58,No Side Effects,5
2,No Side Effects,4
28,Moderate Side Effects,5
9,Mild Side Effects,5
9,Moderate Side Effects,1
80,Moderate Side Effects,5
3,Mild Side Effects,1
8,No Side Effects,2
19,Mild Side Effects,5
6,Moderate Side Effects,2
2,Mild Side Effects,5
2,Mild Side Effects,4
41,Mild Side Effects,2
101,Moderate Side Effects,1
17,Moderate Side Effects,1
29,Mild Side Effects,4
12,Mild Side Effects,4
9,Mild Side Effects,2
1,Severe Side Effects,4
14,Mild Side Effects,5
180,Mild Side Effects,5
8,Moderate Side Effects,1
105,No Side Effects,5
74,Mild Side Effects,4
32,Moderate Side Effects,5
69,Extremely Severe Side Effects,5
9,No Side Effects,4
10,Mild Side Effects,1
38,No Side Effects,5
19,Severe Side Effects,4
162,Severe Side Effects,5
87,Moderate Side Effects,5
5,No Side Effects,2
23,No Side Effects,5
17,Extremely Severe Side Effects,5
59,Mild Side Effects,5
25,Mild Side Effects,5
3,Moderate Side Effects,5
3,Mild Side Effects,5
3,No Side Effects,4
0,No Side Effects,5
20,Mild Side Effects,1
15,No Side Effects,4
29,No Side Effects,5
6,No Side Effects,5
20,Moderate Side Effects,3
39,No Side Effects,3
12,Mild Side Effects,4
4,No Side Effects,4
115,Extremely Severe Side Effects,5
42,Moderate Side Effects,5
3,Severe Side Effects,5
5,No Side Effects,4
8,Moderate Side Effects,5
12,No Side Effects,5
6,No Side Effects,3
8,No Side Effects,5
28,Moderate Side Effects,1
10,No Side Effects,5
31,Moderate Side Effects,5
10,No Side Effects,1
2,Mild Side Effects,1
30,Mild Side Effects,5
9,No Side Effects,4
75,No Side Effects,4
116,No Side Effects,5
12,Severe Side Effects,5
18,Moderate Side Effects,5
137,Mild Side Effects,5
46,Moderate Side Effects,5
45,Mild Side Effects,5
10,No Side Effects,1
55,Moderate Side Effects,5
65,Severe Side Effects,5
262,Mild Side Effects,5
160,Moderate Side Effects,5
104,No Side Effects,5
13,No Side Effects,4
73,Severe Side Effects,4
3,Mild Side Effects,1
38,No Side Effects,5
37,No Side Effects,1
14,Moderate Side Effects,5
95,Extremely Severe Side Effects,5
85,Mild Side Effects,5
5,No Side Effects,1
4,Moderate Side Effects,3
10,Moderate Side Effects,1
4,Severe Side Effects,4
54,Severe Side Effects,5
6,Moderate Side Effects,5
24,No Side Effects,5
12,Moderate Side Effects,3
11,Extremely Severe Side Effects,4
25,No Side Effects,5
35,Severe Side Effects,3
10,No Side Effects,4
15,Mild Side Effects,5
4,No Side Effects,2
8,Mild Side Effects,4
33,Severe Side Effects,4
9,Mild Side Effects,3
22,Moderate Side Effects,2
0,Mild Side Effects,3
10,No Side Effects,5
28,Severe Side Effects,5
104,Mild Side Effects,4
1,No Side Effects,3
34,Moderate Side Effects,4
6,Moderate Side Effects,5
11,Mild Side Effects,4
0,Mild Side Effects,2
1,No Side Effects,5
56,Mild Side Effects,5
0,Severe Side Effects,1
2,Severe Side Effects,4
32,No Side Effects,4
1,Moderate Side Effects,3
16,Moderate Side Effects,5
65,Moderate Side Effects,5
1,Mild Side Effects,2
10,Mild Side Effects,5
58,No Side Effects,5
0,Mild Side Effects,1
0,Mild Side Effects,4
68,No Side Effects,5
16,No Side Effects,4
5,Moderate Side Effects,1
1,Moderate Side Effects,4
0,Mild Side Effects,3
109,Mild Side Effects,4
8,No Side Effects,5
12,Severe Side Effects,5
15,No Side Effects,4
2,Moderate Side Effects,1
75,Moderate Side Effects,5
4,Moderate Side Effects,3
41,Mild Side Effects,1
12,Moderate Side Effects,5
0,Moderate Side Effects,3
10,Mild Side Effects,3
8,Mild Side Effects,4
6,No Side Effects,5
9,Severe Side Effects,5
52,Moderate Side Effects,5
12,Moderate Side Effects,5
10,Mild Side Effects,1
116,Moderate Side Effects,4
29,Mild Side Effects,5
12,No Side Effects,4
14,Moderate Side Effects,5
7,Moderate Side Effects,5
12,Moderate Side Effects,5
2,Severe Side Effects,5
35,Severe Side Effects,1
9,Moderate Side Effects,4
5,No Side Effects,1
83,Mild Side Effects,5
4,No Side Effects,5
54,No Side Effects,5
3,Mild Side Effects,5
4,No Side Effects,1
18,No Side Effects,5
37,No Side Effects,3
115,Extremely Severe Side Effects,5
3,Mild Side Effects,4
7,No Side Effects,5
4,Moderate Side Effects,5
34,Extremely Severe Side Effects,5
12,Moderate Side Effects,5
3,Mild Side Effects,5
39,Mild Side Effects,5
18,Moderate Side Effects,1
37,Extremely Severe Side Effects,5
65,Mild Side Effects,2
9,Extremely Severe Side Effects,4
37,No Side Effects,5
22,No Side Effects,5
10,No Side Effects,5
34,Severe Side Effects,2
59,No Side Effects,5
73,Moderate Side Effects,5
0,Mild Side Effects,4
32,Moderate Side Effects,1
69,No Side Effects,4
2,Severe Side Effects,2
2,Mild Side Effects,1
8,Extremely Severe Side Effects,5
29,Severe Side Effects,1
117,No Side Effects,5
3,Severe Side Effects,5
28,Extremely Severe Side Effects,5
23,Severe Side Effects,4
1,No Side Effects,5
14,No Side Effects,1
1,No Side Effects,4
0,Extremely Severe Side Effects,4
11,Moderate Side Effects,3
9,Severe Side Effects,5
8,Mild Side Effects,5
3,Mild Side Effects,3
21,Extremely Severe Side Effects,5
17,Mild Side Effects,4
6,Mild Side Effects,2
14,No Side Effects,1
3,Moderate Side Effects,3
12,Mild Side Effects,5
1,No Side Effects,5
7,No Side Effects,1
6,Extremely Severe Side Effects,1
5,No Side Effects,4
3,No Side Effects,4
0,No Side Effects,2
25,Moderate Side Effects,5
20,Mild Side Effects,1
68,Moderate Side Effects,1
22,No Side Effects,4
13,Mild Side Effects,1
4,No Side Effects,1
12,Moderate Side Effects,5
11,No Side Effects,5
10,Mild Side Effects,4
24,Moderate Side Effects,5
68,Mild Side Effects,5
33,Severe Side Effects,3
67,No Side Effects,5
11,Moderate Side Effects,1
182,No Side Effects,5
26,Moderate Side Effects,2
9,No Side Effects,3
5,Mild Side Effects,4
3,Mild Side Effects,1
13,Mild Side Effects,5
49,Severe Side Effects,5
2,No Side Effects,1
25,Moderate Side Effects,5
21,Mild Side Effects,1
78,Mild Side Effects,5
79,No Side Effects,3
12,No Side Effects,4
5,Mild Side Effects,3
69,Mild Side Effects,5
23,No Side Effects,3
34,Mild Side Effects,5
7,No Side Effects,5
34,Extremely Severe Side Effects,5
42,Moderate Side Effects,3
26,Moderate Side Effects,5
3,Mild Side Effects,5
5,Severe Side Effects,4
57,Moderate Side Effects,5
25,Mild Side Effects,4
88,No Side Effects,4
9,No Side Effects,1
3,Severe Side Effects,1
3,Mild Side Effects,2
15,Moderate Side Effects,1
30,No Side Effects,4
14,Mild Side Effects,5
167,Mild Side Effects,5
15,Mild Side Effects,4
25,Mild Side Effects,5
30,No Side Effects,5
93,No Side Effects,5
4,Moderate Side Effects,3
6,No Side Effects,5
2,Severe Side Effects,4
40,No Side Effects,5
27,No Side Effects,4
1,Severe Side Effects,1
22,No Side Effects,1
2,Extremely Severe Side Effects,4
15,No Side Effects,4
36,Mild Side Effects,4
9,Extremely Severe Side Effects,4
1,Moderate Side Effects,3
1,No Side Effects,3
20,Moderate Side Effects,4
190,Severe Side Effects,5
85,Severe Side Effects,5
8,No Side Effects,1
14,Mild Side Effects,5
49,No Side Effects,5
1,Mild Side Effects,5
45,No Side Effects,4
17,Mild Side Effects,5
5,No Side Effects,5
18,Moderate Side Effects,5
22,Mild Side Effects,4
8,Mild Side Effects,5
1,No Side Effects,5
12,Severe Side Effects,5
41,No Side Effects,1
46,Mild Side Effects,5
52,No Side Effects,5
17,No Side Effects,2
27,Moderate Side Effects,5
21,Mild Side Effects,1
0,Moderate Side Effects,4
15,Mild Side Effects,1
8,Mild Side Effects,5
27,No Side Effects,5
55,Mild Side Effects,4
80,No Side Effects,5
16,Extremely Severe Side Effects,4
67,No Side Effects,5
77,Severe Side Effects,5
20,No Side Effects,1
6,No Side Effects,1
40,Mild Side Effects,1
21,No Side Effects,4
28,No Side Effects,2
65,Mild Side Effects,5
74,No Side Effects,2
61,Mild Side Effects,5
15,No Side Effects,3
3,Moderate Side Effects,4
78,No Side Effects,5
5,Extremely Severe Side Effects,4
29,Mild Side Effects,5
3,Mild Side Effects,5
24,Mild Side Effects,5
5,Mild Side Effects,1
0,Moderate Side Effects,5
10,No Side Effects,4
8,Moderate Side Effects,2
28,Mild Side Effects,4
0,No Side Effects,1
34,Severe Side Effects,3
87,No Side Effects,5
78,No Side Effects,5
12,Severe Side Effects,5
25,Mild Side Effects,1
9,Severe Side Effects,4
6,Moderate Side Effects,2
1,Severe Side Effects,3
0,Severe Side Effects,4
41,Severe Side Effects,5
18,Severe Side Effects,5
3,Mild Side Effects,1
4,Moderate Side Effects,5
4,Extremely Severe Side Effects,1
71,Mild Side Effects,5
4,Moderate Side Effects,5
72,No Side Effects,5
14,Mild Side Effects,5
99,No Side Effects,5
75,Mild Side Effects,5
6,No Side Effects,5
25,Moderate Side Effects,5
21,No Side Effects,5
51,Moderate Side Effects,5
25,Mild Side Effects,3
28,Mild Side Effects,5
128,Extremely Severe Side Effects,4
0,Mild Side Effects,3
1,No Side Effects,2
108,No Side Effects,5
48,Severe Side Effects,5
17,Moderate Side Effects,5
6,Mild Side Effects,1
2,Mild Side Effects,1
16,No Side Effects,5
39,Mild Side Effects,5
0,No Side Effects,5
25,Moderate Side Effects,3
15,No Side Effects,3
70,Mild Side Effects,4
11,No Side Effects,5
177,No Side Effects,4
30,No Side Effects,5
14,Mild Side Effects,1
126,Extremely Severe Side Effects,5
33,Extremely Severe Side Effects,4
1,Mild Side Effects,2
23,No Side Effects,3
13,Mild Side Effects,4
3,No Side Effects,5
7,Mild Side Effects,1
14,No Side Effects,5
5,Mild Side Effects,5
6,Severe Side Effects,5
3,No Side Effects,3
36,No Side Effects,1
18,No Side Effects,2
2,No Side Effects,2
65,Severe Side Effects,5
20,No Side Effects,5
3,Mild Side Effects,4
13,Severe Side Effects,5
0,No Side Effects,1
80,No Side Effects,5
7,Moderate Side Effects,3
18,Mild Side Effects,1
77,No Side Effects,5
8,Mild Side Effects,5
7,No Side Effects,1
5,Mild Side Effects,1
29,Mild Side Effects,5
65,No Side Effects,4
5,Moderate Side Effects,5
29,No Side Effects,5
1,Mild Side Effects,1
2,Extremely Severe Side Effects,2
7,No Side Effects,1
17,Severe Side Effects,4
5,No Side Effects,5
28,Severe Side Effects,5
1,Severe Side Effects,4
14,No Side Effects,2
5,Mild Side Effects,5
14,No Side Effects,5
119,Severe Side Effects,5
10,Moderate Side Effects,5
34,Extremely Severe Side Effects,5
6,Moderate Side Effects,2
18,Mild Side Effects,4
26,Extremely Severe Side Effects,5
0,No Side Effects,2
115,No Side Effects,5
24,Extremely Severe Side Effects,5
12,Mild Side Effects,4
33,No Side Effects,4
6,Severe Side Effects,1
14,Mild Side Effects,5
11,Mild Side Effects,5
15,Moderate Side Effects,3
8,Mild Side Effects,5
39,Mild Side Effects,5
25,Mild Side Effects,1
2,No Side Effects,4
7,Severe Side Effects,4
2,Mild Side Effects,5
16,No Side Effects,5
19,Mild Side Effects,3
193,Extremely Severe Side Effects,5
15,No Side Effects,5
20,Mild Side Effects,5
69,Severe Side Effects,1
20,Mild Side Effects,5
59,No Side Effects,5
21,Severe Side Effects,5
50,Moderate Side Effects,5
5,Mild Side Effects,5
10,Severe Side Effects,3
14,Mild Side Effects,5
4,Moderate Side Effects,4
1,Mild Side Effects,1
11,Mild Side Effects,4
19,No Side Effects,5
1,Moderate Side Effects,5
41,No Side Effects,5
18,Extremely Severe Side Effects,5
4,No Side Effects,1
8,Severe Side Effects,5
1,No Side Effects,4
27,Mild Side Effects,5
2,Extremely Severe Side Effects,5
53,Severe Side Effects,5
45,No Side Effects,5
87,Moderate Side Effects,5
52,No Side Effects,5
18,Mild Side Effects,4
1,No Side Effects,5
63,Mild Side Effects,1
7,No Side Effects,2
50,Moderate Side Effects,1
69,Mild Side Effects,5
35,Severe Side Effects,1
32,No Side Effects,5
17,No Side Effects,5
36,No Side Effects,4
115,No Side Effects,5
7,Moderate Side Effects,3
9,Moderate Side Effects,4
38,No Side Effects,5
15,No Side Effects,5
17,No Side Effects,4
10,No Side Effects,5
22,Moderate Side Effects,5
1,Extremely Severe Side Effects,4
21,Mild Side Effects,4
7,Mild Side Effects,1
0,Extremely Severe Side Effects,2
99,Mild Side Effects,5
56,No Side Effects,5
4,No Side Effects,1
13,Severe Side Effects,4
64,Severe Side Effects,5
7,Moderate Side Effects,1
1,Moderate Side Effects,2
35,No Side Effects,4
10,Severe Side Effects,1
19,No Side Effects,1
2,Mild Side Effects,5
2,No Side Effects,3
54,Mild Side Effects,5
23,No Side Effects,4
72,Mild Side Effects,4
20,No Side Effects,5
17,Moderate Side Effects,4
50,No Side Effects,4
13,Mild Side Effects,5
38,Moderate Side Effects,5
28,Severe Side Effects,5
8,Moderate Side Effects,5
7,Mild Side Effects,2
7,Moderate Side Effects,5
23,Moderate Side Effects,5
33,Moderate Side Effects,5
43,Moderate Side Effects,4
20,No Side Effects,5
9,Mild Side Effects,5
57,Mild Side Effects,1
36,Severe Side Effects,5
67,Moderate Side Effects,5
31,No Side Effects,3
11,No Side Effects,1
5,No Side Effects,3
235,No Side Effects,5
46,Moderate Side Effects,5
102,No Side Effects,3
7,Extremely Severe Side Effects,5
12,Mild Side Effects,3
5,Mild Side Effects,2
17,Moderate Side Effects,5
24,Mild Side Effects,5
4,No Side Effects,4
62,Extremely Severe Side Effects,5
16,Extremely Severe Side Effects,5
12,Mild Side Effects,3
0,Severe Side Effects,2
3,Mild Side Effects,5
11,Moderate Side Effects,2
3,Moderate Side Effects,5
61,Extremely Severe Side Effects,5
3,Mild Side Effects,5
109,Mild Side Effects,4
7,Severe Side Effects,1
50,No Side Effects,3
0,No Side Effects,5
33,No Side Effects,1
5,Moderate Side Effects,5
29,Mild Side Effects,4
8,Moderate Side Effects,2
0,Severe Side Effects,4
21,Mild Side Effects,5
0,Mild Side Effects,1
47,Mild Side Effects,4
64,Mild Side Effects,5
33,Mild Side Effects,5
1,No Side Effects,3
4,Severe Side Effects,2
19,Severe Side Effects,4
16,No Side Effects,5
1,Mild Side Effects,3
15,Mild Side Effects,2
9,Mild Side Effects,3
0,No Side Effects,3
3,No Side Effects,1
2,Extremely Severe Side Effects,3
10,Severe Side Effects,1
7,Severe Side Effects,5
0,Extremely Severe Side Effects,1
14,No Side Effects,1
16,Moderate Side Effects,4
7,No Side Effects,5
10,Extremely Severe Side Effects,2
8,Mild Side Effects,5
19,Severe Side Effects,5
2,Moderate Side Effects,1
3,Mild Side Effects,1
1,Mild Side Effects,2
45,Moderate Side Effects,5
31,Moderate Side Effects,4
60,Mild Side Effects,5
9,No Side Effects,2
96,Moderate Side Effects,4
13,Moderate Side Effects,5
14,Severe Side Effects,1
6,Moderate Side Effects,1
34,Mild Side Effects,5
14,Mild Side Effects,4
28,Mild Side Effects,4
45,Mild Side Effects,5
31,No Side Effects,4
45,Mild Side Effects,4
52,No Side Effects,5
118,No Side Effects,4
53,Mild Side Effects,4
163,Mild Side Effects,5
24,No Side Effects,1
24,Mild Side Effects,1
31,No Side Effects,5
7,Moderate Side Effects,5
5,Mild Side Effects,3
7,Mild Side Effects,1
24,No Side Effects,5
3,Moderate Side Effects,1
1,Moderate Side Effects,4
16,Extremely Severe Side Effects,5
10,Severe Side Effects,1
7,Mild Side Effects,5
21,No Side Effects,5
20,Mild Side Effects,1
0,No Side Effects,1
37,No Side Effects,5
25,No Side Effects,5
18,No Side Effects,5
28,No Side Effects,4
2,No Side Effects,5
27,Moderate Side Effects,5
7,No Side Effects,5
20,No Side Effects,1
10,Mild Side Effects,4
43,Mild Side Effects,4
29,Mild Side Effects,1
86,Severe Side Effects,5
9,Severe Side Effects,3
50,No Side Effects,5
0,Mild Side Effects,5
1,No Side Effects,1
7,No Side Effects,5
43,Mild Side Effects,5
15,No Side Effects,2
8,Mild Side Effects,5
0,Mild Side Effects,4
3,Mild Side Effects,5
39,Mild Side Effects,5
70,Moderate Side Effects,5
2,Mild Side Effects,5
7,No Side Effects,3
55,No Side Effects,2
36,Mild Side Effects,5
11,Moderate Side Effects,5
30,Moderate Side Effects,1
6,Mild Side Effects,4
4,No Side Effects,1
7,Moderate Side Effects,1
25,Mild Side Effects,4
96,No Side Effects,5
3,Mild Side Effects,1
4,No Side Effects,2
33,Moderate Side Effects,5
6,Moderate Side Effects,3
64,No Side Effects,5
12,No Side Effects,4
23,Severe Side Effects,4
24,Extremely Severe Side Effects,5
18,Severe Side Effects,5
9,Mild Side Effects,1
17,Moderate Side Effects,5
32,No Side Effects,5
26,Mild Side Effects,5
7,Mild Side Effects,5
22,Extremely Severe Side Effects,2
27,Moderate Side Effects,4
23,No Side Effects,5
17,Moderate Side Effects,5
27,No Side Effects,3
37,Extremely Severe Side Effects,1
5,Severe Side Effects,3
13,Moderate Side Effects,5
62,No Side Effects,5
103,Mild Side Effects,5
45,Moderate Side Effects,5
7,Extremely Severe Side Effects,5
14,No Side Effects,4
120,Severe Side Effects,5
19,Mild Side Effects,1
9,Mild Side Effects,5
181,Severe Side Effects,5
39,Moderate Side Effects,4
43,Moderate Side Effects,5
1,No Side Effects,4
9,Severe Side Effects,1
43,Mild Side Effects,2
11,Extremely Severe Side Effects,5
4,Mild Side Effects,5
22,No Side Effects,1
19,No Side Effects,5
3,Moderate Side Effects,1
38,No Side Effects,5
30,Mild Side Effects,2
3,No Side Effects,5
63,Mild Side Effects,1
16,Mild Side Effects,5
13,No Side Effects,5
7,Moderate Side Effects,5
9,No Side Effects,1
1,Mild Side Effects,4
17,Moderate Side Effects,5
11,Severe Side Effects,5
6,Moderate Side Effects,4
39,No Side Effects,2
9,Mild Side Effects,1
45,Extremely Severe Side Effects,5
65,Severe Side Effects,5
4,Moderate Side Effects,4
4,Mild Side Effects,1
64,Moderate Side Effects,4
39,Severe Side Effects,5
13,No Side Effects,5
50,No Side Effects,5
47,Severe Side Effects,1
21,Severe Side Effects,5
19,Mild Side Effects,5
119,Mild Side Effects,5
30,Mild Side Effects,5
48,Mild Side Effects,5
35,Mild Side Effects,5
9,No Side Effects,2
15,No Side Effects,1
15,Mild Side Effects,1
5,No Side Effects,1
4,No Side Effects,1
2,Moderate Side Effects,5
8,No Side Effects,4
2,Severe Side Effects,5
17,Moderate Side Effects,5
14,Mild Side Effects,5
1,Mild Side Effects,4
9,No Side Effects,1
4,Severe Side Effects,5
9,Severe Side Effects,5
10,Mild Side Effects,1
8,Mild Side Effects,1
0,Severe Side Effects,5
31,Extremely Severe Side Effects,1
5,Mild Side Effects,2
139,Moderate Side Effects,4
33,Mild Side Effects,1
30,No Side Effects,2
15,Moderate Side Effects,3
2,Moderate Side Effects,5
26,No Side Effects,4
6,Mild Side Effects,5
55,Mild Side Effects,5
65,Moderate Side Effects,4
71,No Side Effects,5
21,Mild Side Effects,5
3,No Side Effects,5
39,Mild Side Effects,4
5,Mild Side Effects,4
46,No Side Effects,4
19,No Side Effects,5
136,No Side Effects,4
10,Moderate Side Effects,1
0,No Side Effects,1
78,No Side Effects,5
19,Severe Side Effects,4
35,Severe Side Effects,2
31,Mild Side Effects,1
2,Mild Side Effects,1
74,Moderate Side Effects,5
34,No Side Effects,4
17,Moderate Side Effects,3
10,Mild Side Effects,4
8,Mild Side Effects,3
43,Moderate Side Effects,4
19,Moderate Side Effects,5
25,No Side Effects,4
61,No Side Effects,5
50,Severe Side Effects,3
8,Mild Side Effects,4
15,Extremely Severe Side Effects,4
20,Moderate Side Effects,5
1,Mild Side Effects,4
680,Severe Side Effects,5
21,No Side Effects,5
42,Severe Side Effects,2
9,Mild Side Effects,1
4,Mild Side Effects,2
4,No Side Effects,5
52,Mild Side Effects,5
4,No Side Effects,5
74,No Side Effects,4
1,Mild Side Effects,5
4,Severe Side Effects,4
21,Severe Side Effects,1
7,Mild Side Effects,5
93,Extremely Severe Side Effects,4
27,Extremely Severe Side Effects,1
17,Moderate Side Effects,5
23,Moderate Side Effects,5
10,Mild Side Effects,1
24,Mild Side Effects,3
6,No Side Effects,5
5,Moderate Side Effects,5
2,Mild Side Effects,4
7,Severe Side Effects,5
37,Moderate Side Effects,4
25,Moderate Side Effects,5
10,Mild Side Effects,5
0,Mild Side Effects,1
12,Moderate Side Effects,4
32,Mild Side Effects,1
93,Mild Side Effects,4
23,Severe Side Effects,1
14,No Side Effects,5
2,Moderate Side Effects,2
40,Severe Side Effects,5
5,Moderate Side Effects,2
24,No Side Effects,1
9,Mild Side Effects,4
37,No Side Effects,5
2,No Side Effects,5
1,Mild Side Effects,5
9,Severe Side Effects,5
21,Moderate Side Effects,5
31,No Side Effects,4
18,Mild Side Effects,5
98,No Side Effects,5
18,No Side Effects,5
10,Mild Side Effects,3
3,Severe Side Effects,5
179,No Side Effects,5
3,Mild Side Effects,2
4,No Side Effects,1
6,No Side Effects,5
7,Mild Side Effects,4
18,Moderate Side Effects,5
2,Moderate Side Effects,5
0,Extremely Severe Side Effects,1
15,Mild Side Effects,3
12,Mild Side Effects,5
22,Mild Side Effects,2
5,Extremely Severe Side Effects,1
23,No Side Effects,3
46,No Side Effects,5
24,Mild Side Effects,5
36,Mild Side Effects,3
20,Moderate Side Effects,5
0,No Side Effects,1
2,No Side Effects,5
60,No Side Effects,5
5,Mild Side Effects,5
21,No Side Effects,4
32,Moderate Side Effects,1
2,No Side Effects,1
1,No Side Effects,1
78,No Side Effects,5
13,Moderate Side Effects,3
3,No Side Effects,5
7,Moderate Side Effects,5
77,Mild Side Effects,1
21,Mild Side Effects,2
3,No Side Effects,1
31,No Side Effects,4
12,Mild Side Effects,5
5,Mild Side Effects,5
13,No Side Effects,5
14,No Side Effects,1
125,Moderate Side Effects,5
28,Mild Side Effects,5
39,No Side Effects,5
67,Mild Side Effects,5
6,Extremely Severe Side Effects,4
61,Moderate Side Effects,4
38,Mild Side Effects,5
6,Moderate Side Effects,4
27,Mild Side Effects,4
11,Severe Side Effects,1
13,No Side Effects,5
5,Mild Side Effects,4
6,Severe Side Effects,5
11,Severe Side Effects,5
83,Mild Side Effects,4
9,No Side Effects,1
46,No Side Effects,1
41,Extremely Severe Side Effects,3
14,Moderate Side Effects,1
125,Moderate Side Effects,5
17,Mild Side Effects,3
5,Mild Side Effects,3
3,Severe Side Effects,3
0,No Side Effects,5
7,No Side Effects,2
13,Severe Side Effects,5
17,Mild Side Effects,5
26,No Side Effects,1
20,Moderate Side Effects,3
39,Mild Side Effects,5
24,Moderate Side Effects,5
2,Moderate Side Effects,5
25,Mild Side Effects,3
54,Moderate Side Effects,2
2,No Side Effects,1
83,Mild Side Effects,5
8,Severe Side Effects,1
14,Mild Side Effects,4
83,Mild Side Effects,5
1,Mild Side Effects,4
11,Mild Side Effects,4
40,Mild Side Effects,1
8,Mild Side Effects,5
18,Mild Side Effects,4
6,Severe Side Effects,4
67,Mild Side Effects,5
15,No Side Effects,1
20,No Side Effects,5
0,Mild Side Effects,4
4,Mild Side Effects,1
25,No Side Effects,5
9,Mild Side Effects,4
2,No Side Effects,3
3,Mild Side Effects,1
9,Mild Side Effects,3
19,Moderate Side Effects,1
29,Mild Side Effects,5
8,No Side Effects,5
22,No Side Effects,4
48,No Side Effects,3
6,Mild Side Effects,1
75,Mild Side Effects,4
5,Moderate Side Effects,1
15,No Side Effects,5
10,Mild Side Effects,2
49,Moderate Side Effects,1
25,Severe Side Effects,2
19,Mild Side Effects,2
43,Mild Side Effects,5
2,Severe Side Effects,1
332,No Side Effects,5
52,No Side Effects,3
1,No Side Effects,5
24,Moderate Side Effects,5
4,Mild Side Effects,1
4,Mild Side Effects,3
118,Mild Side Effects,5
45,No Side Effects,5
97,Moderate Side Effects,5
182,No Side Effects,5
27,Moderate Side Effects,3
5,Mild Side Effects,4
6,No Side Effects,5
28,No Side Effects,5
4,No Side Effects,1
29,No Side Effects,3
1,Severe Side Effects,5
70,Mild Side Effects,5
55,No Side Effects,5
6,No Side Effects,1
116,No Side Effects,4
11,Moderate Side Effects,5
5,Mild Side Effects,1
46,Mild Side Effects,5
29,Mild Side Effects,5
7,No Side Effects,1
5,Mild Side Effects,4
31,No Side Effects,5
17,Extremely Severe Side Effects,5
19,Moderate Side Effects,4
3,Mild Side Effects,1
25,Moderate Side Effects,5
86,Moderate Side Effects,5
24,No Side Effects,4
0,No Side Effects,5
102,Moderate Side Effects,5
9,Moderate Side Effects,5
4,Moderate Side Effects,3
8,Mild Side Effects,1
38,Mild Side Effects,5
115,Moderate Side Effects,5
12,Mild Side Effects,4
54,Severe Side Effects,2
65,Mild Side Effects,5
0,No Side Effects,4
38,Severe Side Effects,5
0,Moderate Side Effects,5
22,Mild Side Effects,5
8,Moderate Side Effects,4
137,Severe Side Effects,5
20,No Side Effects,4
14,Moderate Side Effects,5
7,Severe Side Effects,1
42,No Side Effects,5
2,Moderate Side Effects,3
2,Severe Side Effects,1
11,Moderate Side Effects,1
18,Mild Side Effects,5
14,No Side Effects,1
66,Mild Side Effects,5
7,Mild Side Effects,1
9,No Side Effects,3
12,Mild Side Effects,4
1,Severe Side Effects,1
23,Moderate Side Effects,3
62,Mild Side Effects,5
33,Mild Side Effects,5
6,Moderate Side Effects,5
4,No Side Effects,2
59,No Side Effects,5
30,Moderate Side Effects,5
2,Moderate Side Effects,2
44,No Side Effects,5
69,No Side Effects,4
20,Mild Side Effects,3
28,No Side Effects,5
4,Moderate Side Effects,1
94,Extremely Severe Side Effects,5
4,Severe Side Effects,5
26,No Side Effects,5
45,No Side Effects,5
10,Mild Side Effects,5
31,Mild Side Effects,5
27,Severe Side Effects,5
10,Severe Side Effects,1
79,Severe Side Effects,5
1,Mild Side Effects,1
22,No Side Effects,5
16,No Side Effects,5
35,Mild Side Effects,5
20,Moderate Side Effects,5
1,No Side Effects,5
22,Moderate Side Effects,1
30,No Side Effects,5
10,Mild Side Effects,5
31,Moderate Side Effects,4
3,Moderate Side Effects,1
17,Severe Side Effects,1
6,Severe Side Effects,5
11,Severe Side Effects,1
3,No Side Effects,2
